asig_codigo,asig_nombre
ICI1116,ICI1116 - COSTOS Y PRESUPUESTOS INDUSTRIALES
ICO1138,ICO1138 - MERCADOS FINANCIEROS E INVERSIONES
ICO1170,ICO1170 - PRACTICA II
IND1113,IND1113 - INVESTIGACIÓN DE OPERACIONES I
INFO1128,INFO1128 - INTERFACES DE GRAFICA DE USUARIOS
INGEL1107,INGEL1107 - HERRAMIENTAS DE COMUNICACIÓN Y AUTOAPRENDIZAJE
KINE1107,KINE1107 - BASES BIOMECANICAS DEL MOVIMIENTO Y FUNCION II
KINE1126,KINE1126 - GERONTOLOGIA II
LEN1137,LEN1137 - SOCIOLINGUISTICA
LEN1147,LEN1147 - ADQUISICION Y DESARROLLO DEL LENGUAJE
LEN1199,LEN1199 - EXPRESIÓN ORAL Y ESCRITA
MAT1113,MAT1113 - ALGEBRA LINEAL
MAT1191,MAT1191 - ALGEBRA
MATE1108,MATE1108 - ALGEBRA
MATE1120,MATE1120 - ESTADÍSTICA I
PBM1171,PBM1171 - APRENDIZAJE DE LA PRACTICA LECTORA
PMM1122,PMM1122 - PRACTICA I
PSIC1107,PSIC1107 - CICLO VITAL I
PSIC1145,PSIC1145 - PSICOLOGIA Y PROCESOS SOCIO-POLITICOS EN LATINOAMERICA
TTG1125,TTG1125 - ORDENAMIENTO TERRITORIAL
ACU1150,ACU1150 - GESTION AMBIENTAL DE LA ACUICULTURA
AGRO1166,AGRO1166 - PRODUCCION DE RUMIANTES MENORES
ANT1145,ANT1145 - ANTROPOLOGIA APLICADA
ARQ1205,"ARQ1205 - OBSERVACIÓN, PROBLEMATIZACIÓN Y FUNDAMENTO DEL PROCESO CREATIVO"
CNB1154,CNB1154 - CONEXIONES DIDACTICO DISCIPLINARES II
DERE1107,DERE1107 - DERECHO ROMANO II
EDI1174,EDI1174 - DISCAPACIDAD Y CALIDAD DE VIDA
EMH1177,EMH1177 - PRACTICA II
EPA1193,EPA1193 - DIDACTICA DE CIENCIAS NATURALES
FIL1114,FIL1114 - LECTURA DE TEXTOS CONTEMPORÁNEOS
FIL1131,FIL1131 - ÉTICA
GEO1146,GEO1146 - MINERALOGIA II
ICG1159,ICG1159 - ANALISIS DE ESTRUCTURAS
ICG1162,ICG1162 - SEMINARIO DE TITULACION
ICG1167,ICG1167 - MINERALOGIA
ICI1117,ICI1117 - PROCESOS UNITARIOS II
ICO1164,ICO1164 - PRACTICA
ICO1197,ICO1197 - MARKETING RELACIONAL
IET1433,IET1433 - ÉTICA PROFESIONAL
INFO1148,INFO1148 - TEORIA DE LA COMPUTACION
INGEL1111,INGEL1111 - INTRODUCCIÓN A LA TEORÍA DE SISTEMAS
KINE1109,KINE1109 - BASES DE LA FUNCION CARDIORESPIRATORIA Y METABOLICA II
MAT1185,MAT1185 - ALGEBRA PARA LA COMPUTACION
MAT1196,MAT1196 - ESTADÍSTICA II
NUTR1116,NUTR1116 - GESTIÓN Y ADMINISTRACIÓN EN NUTRICIÓN
PCE1120,PCE1120 - DISEÑO Y ADAPTACIÓN CURRICULAR
PSIC1125,PSIC1125 - TALLER DE DESARROLLO PERSONAL Y PROFESIONAL II
PSIC1142,PSIC1142 - PRACTICA PROFESIONAL I
TADM1113,TADM1113 - ADMINISTRACIÓN FINANCIERA
TRAD1110,TRAD1110 - DOCUMENTACIÓN Y TRADUCCIÓN
AMB1147,AMB1147 - FISICOQUIMICA AMBIENTAL
AMB1192,AMB1192 - MANEJO DE CUENCAS
APUB1145,APUB1145 - DIRECCIÓN Y PLANIFICACIÓN REGIONAL
DDO1070,DDO1070 - INCLUSION SOCIOLABORAL: DERRIBANDO BARRERAS
DDO1098,DDO1098 - GÉNERO Y MASCULINIDADES: DEBATES CONTEMPORÁNEOS
EDI1180,EDI1180 - TALLER CONEXIONES DISCIPLINARIAS Y PEDAGOGICAS PARA LA INCLUSION
EMH1179,EMH1179 - CONSOLIDACION Y EXPANSION DE LOS ESTADOS LATINOAMERICANOS
FCRF1109,FCRF1109 - ANTROPOLOGÍA TEOLÓGICA
FCRF1117,"FCRF1117 - AFECTIVIDAD, SEXUALIDAD Y GÉNERO"
FIL1123,FIL1123 - FILOSOFÍA DE LA HISTORIA
FIL1149,FIL1149 - GRIEGO III
FIS1149,FIS1149 - FÍSICA I
FRN1112,FRN1112 - TECNICAS DE MUESTREO EN RRNN
ICG1146,ICG1146 - PRACTICA PROFESIONAL
ICOC1164,ICOC1164 - DISEÑO ESTRUCTURAL
IET1418,IET1418 - EL FENOMENO RELIGIOSO EN LA ARAUCANIA
IND1112,IND1112 - DERECHO LABORAL Y AMBIENTAL
INFO1185,INFO1185 - INTELIGENCIA ARTIFICIAL
KIN1151,KIN1151 - KINESIOTERAPIA CARDIO-RESPIRATORIA II
KINE1117,KINE1117 - REHABILITACION CARDIOMETABOLICA Y RESPIRATORIA I
KINE1125,KINE1125 - AGENTES FISICOS Y TECNOLOGIAS EN REHABILITACION
LAV1163,LAV1163 - FUNDAMENTOS DEL ARTE EN LA MODERNIDAD
LEN1118,LEN1118 - INGLES II
NUT1123,NUT1123 - PRACTICA PROFESIONAL II
OCIV1106,OCIV1106 - ANALISIS DE ESTRUCTURAS II
OCIV1108,OCIV1108 - HIDROLOGIA
PSIC1119,PSIC1119 - PSICOPATOLOGIA INFANTO-JUVENIL
PSIC1128,PSIC1128 - PSICOLOGIA COMUNITARIA
PSIC1129,PSIC1129 - PSICOLOGIA CLINICA
SCLG1155,SCLG1155 - EPISTEMOLOGIA DE LAS CIENCIAS SOCIALES
TEMD1122,TEMD1122 - DIAGNOSTICO HEMATOLOGICO
TEP1158,TEP1158 - CONSTRUCCIÓN DEL PENSAMIENTO CIENTÍFICO Y CIENCIAS NATURALES
TOCU1116,TOCU1116 - ENFOQUE COMUNITARIO
TOCU1133,TOCU1133 - TERAPIA OCUPACIONAL EN PERSONAS MAYORES
TRT1159,TRT1159 - FUNDAMENTOS DE CLOUD Y VIRTUALIZACIÓN
TSO1177,TSO1177 - TRABAJO SOCIAL Y COMUNIDADES III
TSO1179,TSO1179 - ORGANIZACIONES Y MUNDO DEL TRABAJO
VET1127,VET1127 - SALUD PUBLICA VETERINARIA II
ADM1104,ADM1104 - CONTABILIDAD II
AGRO1173,AGRO1173 - TRABAJO DE TITULACION
AMB1108,AMB1108 - REPRESENTACION DEL ESPACIO GEOGRAFICO
AMB1179,AMB1179 - GENETICA GENERAL
ARQ1160,ARQ1160 - TALLER V
ARQ1164,ARQ1164 - TALLER DE EJERCITACION I
ARQ1166,ARQ1166 - PRACTICA DE OBRA
CAU1177,CAU1177 - GESTION DE RIESGOS
DDO1112,DDO1112 - PROFESIONALES EN FORMACIÓN SOSTENIBLE
DISE1117,DISE1117 - METODOLOGÍA DE INVESTIGACIÓN
EMH1168,EMH1168 - PRACTICA I
FIL1145,FIL1145 - GRIEGO I
FRN1116,FRN1116 - ZOOLOGIA
GEO1167,GEO1167 - RECURSOS MINERALES INDUSTRIALES
ICAM1135,ICAM1135 - TERMODINÁMICA II
ICG1165,ICG1165 - TOPOGRAFIA
ICI1132,ICI1132 - GESTION ESTRATEGICA Y DE LA INFORMACION
IET1445,IET1445 - ¿QUIÉN ES JESÚS? SU PERSONA Y SU MENSAJE
IET1452,IET1452 - MÚSICA Y TEOLOGÍA
KINE1118,KINE1118 - EVALUACION DEL MOVIMIENTO Y LA FUNCION II
LEN1125,LEN1125 - FONETICA Y FONOLOGIA
MAT1188,MAT1188 - CALCULO INTERMEDIO
NUTR1112,NUTR1112 - EVALUACION DEL ESTADO NUTRICIONAL
PBM1111,PBM1111 - APRENDIZAJE Y ENSEÑANZA DE DATOS Y AZAR
PCE1117,PCE1117 - EVALUACION Y RETROALIMENTACION PARA EL APRENDIZAJE
SCLG1171,SCLG1171 - TALLER DE INVESTIGACIÓN APLICADA
TEP1156,TEP1156 - TALLER INTEGRADO II
TPF1129,TPF1129 - TEORIA DEL ENTRENAMIENTO I
ADM1151,ADM1151 - EVALUACION DE PROYECTOS
AMB1195,AMB1195 - ECOLOGIA ACUATICA
ANT1143,ANT1143 - ANTROPOLOGIA ECONOMICA
ANT1160,ANT1160 - ANTROPOLOGIA JURIDICA
AQG1111,AQG1111 - METODOS Y TECNICAS DE LABORATORIO I
ARQ1144,ARQ1144 - TALLER II
ARQ1145,ARQ1145 - LENGUAJE DE ARQUITECTURA II
ARQ1174,ARQ1174 - TALLER DE EJERCITACIÓN III
DDO1077,DDO1077 - MAPUCHE GEN-SER HUMANO MAPUCHE
DDO1093,DDO1093 - INGENIERÍA DE LAS CONVERSACIONES
DERE1915,DERE1915 - TRAMITACIÓN ANTE JUZGADO DE POLICÍA LOCAL
DISI1164,DISI1164 - TALLER DE TÍTULO II
EDI1181,EDI1181 - TALLER EMPLEABILIDAD
EPA1161,EPA1161 - TALLER PEDAGOGICO II
EPA1194,EPA1194 - FAMILIA Y SU INTEGRACION
FCRF1102,FCRF1102 - ANTROPOLOGÍA CRISTIANA
FCRF1103,FCRF1103 - ANTIGUO TESTAMENTO
FIL1122,FIL1122 - PENSAMIENTO ECONÓMICO
FONO1103,FONO1103 - NEUROANATOMIA
GEO1183,GEO1183 - PROYECTO DE TITULO
ICAM1132,ICAM1132 - TRANSFERENCIA DE CALOR
ICAM1134,ICAM1134 - RESISTENCIA DE LOS MATERIALES
ICO1117,ICO1117 - GESTIÓN TECNOLÓGICA II
ICQ1160,ICQ1160 - CINETICA Y DISEÑO DE REACTORES QUIMICOS
IET1451,"IET1451 - FE, PENSAMIENTO Y CIENCIA: UNA PROPUESTA DE DIALOGO"
IET1454,IET1454 - CUERPO EN MOVIMIENTO Y TEOLOGÍA
IND1102,IND1102 - QUÍMICA INDUSTRIAL
IND1111,"IND1111 - INDUSTRIA, SOCIEDAD  E INTERCULTURALIDAD"
IRNR1117,IRNR1117 - TRABAJO DE TITULO
KINE1103,KINE1103 - PSICOLOGIA DEL CICLO VITAL
LEN1105,LEN1105 - INGLES COMERCIAL II
LEN1195,LEN1195 - INGLÉS II
MATE1105,MATE1105 - INTRODUCCIÓN AL ALGEBRA
MATE1118,MATE1118 - CALCULO NUMERICO
MVET1112,MVET1112 - CONTEXTO SOCIAL PARA LAS CIENCIAS VETERINARIAS
NUTR1111,NUTR1111 - FISIOPATOLOGIA
PAAV1110,PAAV1110 - INTERNADO PEDAGÓGICO
PLCM1112,PLCM1112 - AZMAPU: ORGANIZACIÓN DE LA VIDA Y DEL TERRITORIO
PMM1160,PMM1160 - CONEXIONES DIDÁCTICAS Y DISCIPLINARIAS II
QFAR1106,QFAR1106 - MATEMATICAS II
TADM1109,TADM1109 - MATEMÁTICAS FINANCIERAS
TEMD1132,TEMD1132 - PRACTICA PROFESIONAL
TOCU1104,TOCU1104 - ANATOMIA FUNCIONAL II
TPF1128,TPF1128 - ANATOMIA FUNCIONAL
TRAD1122,TRAD1122 - ESPAÑOL: ANÁLISIS DE TEXTOS	
TRAD1143,TRAD1143 - SEMINARIO DE GRADO II	
TSO1156,TSO1156 - TRABAJO SOCIAL Y PENSAMIENTO LATINOAMERICANO
ADM1146,ADM1146 - CONTROL DE GESTION ESTRATEGICO
AGR1113,AGR1113 - FISIOLOGÍA VEGETAL
AGR1137,AGR1137 - CULTIVOS INDUSTRIALES
BACH1108,BACH1108 - LENGUAJES Y ESTETICAS
CAU1166,CAU1166 - TRIBUTACION III
DERE1129,DERE1129 - DERECHO CIVIL V
DERE1148,DERE1148 - DERECHO AMBIENTAL
EMH1198,EMH1198 - ENSEÑANZA PARA LA FORMACIÓN CIUDADANA
EMH1201,EMH1201 - PUEBLOS ORIGINARIOS DE AMERICA
EPA1198,EPA1198 - EVALUACION INTEGRADA I
FIS1115,FIS1115 - FISICA ELECTRICA
FRN1121,FRN1121 - TIG Y CARTOGRAFIA
ICO1116,ICO1116 - PLAN DE NEGOCIOS  EMPRENDEDOR
ICO1126,ICO1126 - MACROECONOMÍA I
ICO1195,ICO1195 - PRÁCTICA II
IND1109,IND1109 - MACRO ECONOMÍA
INFO1157,INFO1157 - SISTEMAS INTELIGENTES
INGEL1104,INGEL1104 - QUÍMICA GENERAL
LAV1183,LAV1183 - INVESTIGACION ARTISTICA II
MAT1194,MAT1194 - CÁLCULO II
PBM1172,PBM1172 - APRENDIZAJE Y ENSEÑANZA DE LA GEOMETRIA
PBM1184,PBM1184 - COMPRESION DE LA BIOLOGIA HUMANA Y SALUD
PSIC1140,PSIC1140 - PSICOTERAPIA ADULTO Y ADULTO MAYOR
QFAR1101,QFAR1101 - MATEMATICAS I
QUI1113,QUI1113 - BIOQUÍMICA GENERAL
QUI1143,QUI1143 - PROCESOS BIOQUÍMICOS
QUI1149,QUI1149 - QUÍMICA GENERAL
SCLG1105,SCLG1105 - TEORIA SOCIOLOGICA CLASICA
TEMD1114,TEMD1114 - BIOQUIMICA CLINICA I
TEP1151,TEP1151 - POLÍTICAS DE INFANCIA Y GESTIÓN COMUNITARIA (SERVICIO SOCIOCOMUNITARIO)
TOCU1121,TOCU1121 - ORTESIS I
TPF1132,TPF1132 - NUTRICION Y BIOENERGETICA
TRT1157,TRT1157 - SEGURIDAD DE REDES Y SERVICIOS
TSO1171,TSO1171 - SISTEMATIZACION EN TRABAJO SOCIAL
ACU1149,ACU1149 - MANEJO DE POSTCOSECHA
ADM1155,ADM1155 - CONTABILIDAD DE COSTOS
AGR1139,AGR1139 - CEREALES
AGR1921,AGR1921 - TECNOLOGÍA Y MANEJO DE LA REPRODUCCIÓN ANIMAL
AMB1154,AMB1154 - ECOLOGIA DE PAISAJES
ANT1136,ANT1136 - APLICACIONES INFORMATICAS A LA INVESTIGACION SOCIAL
ANT1159,ANT1159 - POLITICAS PUBLICAS Y GESTION DE PROYECTOS
ANT1165,ANT1165 - SEMINARIO II
APUB1140,APUB1140 - DERECHO ADMINISTRATIVO II
ARQ1175,ARQ1175 - PRACTICA LABORAL
CAU1149,CAU1149 - PRACTICA I
CPLT1150,CPLT1150 - POLÍTICA EXTERIOR
DDO1026,DDO1026 - ANTE LA POBREZA ¿DONDE ESTA DIOS?
DDO1074,DDO1074 - GLOBALIZACIÓN Y DIVERSIDADES
DDO1102,DDO1102 - ARQUEOLOGÍA EN CLAVE DE GÉNERO
DERE1108,DERE1108 - DERECHO PROCESAL I
DERE1151,DERE1151 - EVALUACIÓN DE CICLO INTERMEDIO
DISE1118,DISE1118 - REPRESENTACIÓN DIGITAL 2
EMHG1101,EMHG1101 - HISTORIA REGIONAL Y RELACIONES INTERCULTURALES
FIL1106,FIL1106 - LÓGICA Y ARGUMENTACIÓN
GEO1150,GEO1150 - QUIMICA EN CONTEXTO
GEO1165,GEO1165 - SEDIMENTOLOGIA
GEOG1111,GEOG1111 - PROYECTO DE TITULO
ICA1106,ICA1106 - OPERACIONES UNITARIAS
ICG1175,ICG1175 - LEGISLACION Y LICITACION DE OBRAS
ICG1199,ICG1199 - RESISTENCIA DE LOS MATERIALES
ICO0154,ICO0154 - INVESTIGACIÓN DE MERCADOS
ICO1173,ICO1173 - PROYECTO DE TITULO
INFO1116,INFO1116 - MANTENCION Y ADMINISTRACION DE SISTEMAS
LEN1146,LEN1146 - MODOS DE ORGANIZACION DEL DISCURSO
LEN1193,LEN1193 - INGLÉS APLICADO A LA AGRONOMÍA II
MAT1109,MAT1109 - INTRODUCCION AL CALCULO
MAT1139,MAT1139 - MATEMATICA APLICADA I
MAT1198,MAT1198 - MATEMATICAS PARA LAS CIENCIAS SOCIALES II
MVET1906,MVET1906 - APICULTURA
NUTR1104,NUTR1104 - PSICOLOGÍA EN SALUD Y ALIMENTACIÓN
NUTR1109,NUTR1109 - PLANIFICACION Y TECNICAS DIETETICAS II
NUTR1117,NUTR1117 - BASES DE LA INVESTIGACIÓN EN NUTRICIÓN Y ALIMENTACIÓN
PCE1119,PCE1119 - FACTORES COGNITIVOS Y SOCIOAFECTIVOS DEL APRENDIZAJE
PCI1118,PCI1118 - TALLER DE PROGRAMACION
PMM1125,PMM1125 - EVALUACION EN MATEMATICAS
PSIC1126,PSIC1126 - PRACTICA I: INTERVENCION PSICOSOCIAL
SCLG1110,SCLG1110 - SOCIOLOGIA DE SISTEMAS
SCLG1159,SCLG1159 - MÉTODOS CUALITATIVOS DE INVESTIGACIÓN
SCLG1160,SCLG1160 - PROCESOS POLÍTICOS Y SOCIALES: CHILE
TADM1120,TADM1120 - COMERCIO ELECTRÓNICO
TEMD1110,TEMD1110 - BASES DEL LABORATORIO CLINICO
TRAD1117,TRAD1117 - TRADUCCIÓN GENERAL II
TRAD1130,TRAD1130 - TRADUCCIÓN CIENCIAS Y TECNOLOGÍAS II
TSO1193,TSO1193 - TRABAJO DE TITULO II
TTG1126,TTG1126 - PRACTICA PROFESIONAL
TUPA1121,TUPA1121 - CONSTRUCCIONES AGROPECUARIAS
AGR1140,AGR1140 - PROYECTO DE GRADO
AGR1144,AGR1144 - TALLER DE INTEGRACIÓN PROFESIONAL
AGR1150,AGR1150 - PROYECTOS AGROPECUARIOS
ANT1133,ANT1133 - ANTROPOLOGÍA DE LA MEMORIA
APUB1134,APUB1134 - TEORIA DE LA ADMINISTRACION II
APUB1152,APUB1152 - EVALUACIÓN DE PROGRAMAS Y PROYECTOS PÚBLICOS
ARQ1178,ARQ1178 - TITULO 1
CES1145,CES1145 - SALUD PUBLICA
DDO1007,DDO1007 - CONOCERME Y COMUNICARME
DDO1040,DDO1040 - FILOSOFIA INTERCULTURAL: CIUDADANIA Y RECONOCIMIENTO
FCRF1441,FCRF1441 - EL FENOMENO RELIGIOSO EN LA SOCIEDAD CONTEMPORANEA
FONO1127,FONO1127 - TECNOLOGÍAS Y TELEPRÁCTICA EN FONOAUDIOLOGÍA
FONO1129,FONO1129 - TRABAJO DE GRADO
GEO1185,GEO1185 - TELEDETECCION
ICAM1130,ICAM1130 - BALANCE DE MATERIA
ICO1192,ICO1192 - ESTRATEGIA DE EMPRESAS
ICOC1127,ICOC1127 - MECANICA DE SUELOS II
ICOC1150,ICOC1150 - PROYECTO DE TITULO
INGEL1102,INGEL1102 - ÁLGEBRA
IRNR1109,IRNR1109 - AREAS SILVESTRES PROTEGIDAS
KINE1115,KINE1115 - KINESIOTERAPIA EN LA ACTIVIDAD FISICA Y DEL DEPORTE
LAV1182,LAV1182 - GESTION DE PROYECTOS
MAT1154,MAT1154 - FUNDAMENTO DE LAS MATEMATICAS
MVET1104,MVET1104 - FUNDAMENTOS DE ETOLOGÍA Y BIENESTAR ANIMAL
MVET1120,MVET1120 - FISIOPATOLOGÍA II
MVET1124,MVET1124 - MEDICINA DE EQUINOS
OCIV1105,OCIV1105 - MECANICA DE SUELOS
OCIV1107,OCIV1107 - HIDRAULICA
PAAV1109,PAAV1109 - DIDÁCTICA DE LA APRECIACIÓN E HISTORIA DEL ARTE
PLC1109,PLC1109 - COMPRENSION Y PRODUCCION PARA EL APRENDIZAJE DE TEXTOS AUTENTICOS CON ENFASIS EN EL JUICIO CRITICO Y VALORATIVO
PRPA1107,PRPA1107 - IDENTIDAD DEL/LA PROFESOR (A) DE RELIGIÓN II
PSIC1118,PSIC1118 - PSICOPATOLOGIA ADULTO Y ADULTO MAYOR
QUI1147,QUI1147 - ANALISIS QUIMICO E INSTRUMENTAL
TEFL1167,TEFL1167 - PRACTICA I
TEMD1118,TEMD1118 - BIOQUIMICA CLINICA II
TRAD1132,TRAD1132 - GRAMÁTICA INGLESA III	
TRT1155,TRT1155 - IMPLEMENTACIÓN DE REDES CONVERGENTES
AGR1117,AGR1117 - NUTRICIÓN ANIMAL
AMB1155,AMB1155 - GEOGRAFIA DE AREAS COSTERAS
APUB1155,APUB1155 - GESTIÓN PÚBLICA INTERCULTURAL
ARQ1142,ARQ1142 - CIENCIAS DE LA ARQUITECTURA
ARQ1146,ARQ1146 - DISEÑO ESTRUCTURAL
CNB1105,CNB1105 - PRACTICA ENSEÑANZA APRENDIZAJE DE LA QUIMICA
DDO1081,DDO1081 - EL ARTE MAPUCHE COMO EXPRESIÓN DE REFERENCIA IDENTITARIA
DDO1096,DDO1096 - AUTOCONOCIMIENTO Y CONCIENCIA PLENA
DDO1119,DDO1119 - INTELIGENCIA ARTIFICIAL Y DIVERSIDAD: CREANDO SOLUCIONES INCLUSIVAS
DERE1917,DERE1917 - DERECHO CANÓNICO
DERE1920,DERE1920 - RESPONSABILIDAD PENAL JUVENIL
DISE1112,DISE1112 - TALLER  DE DISEÑO 3
DISE1125,DISE1125 - DISEÑO DE SERVICIOS Y EXPERIENCIAS
EMH1178,EMH1178 - HISTORIA MUNDIAL CONTEMPORANEA I
FCRF1122,FCRF1122 - HISTORIA DE LA IGLESIA
GEO1127,GEO1127 - GEOLOGIA GENERAL
ICA1118,ICA1118 - PROYECTO DE TITULO I
ICI1129,ICI1129 - FORMULACION Y EVALUACION DE PROYECTOS INDUSTRIALES
ICO0158,ICO0158 - SEMINARIO DE GRADO
ICOC1163,ICOC1163 - INGENIERIA SISMORRESISTENTE
IET1419,IET1419 - SEXUALIDAD E IDENTIDAD PERSONAL
INFO1123,INFO1123 - PROGRAMACION II
ING1101,ING1101 - CONOCIENDO LA INGENIERÍA
LEN1111,LEN1111 - LITERATURA UNIVERSAL MODERNA
LEN1186,LEN1186 - INGLES II
MAT1162,MAT1162 - TERMODINAMICA
MAT1164,MAT1164 - HISTORIA DE LAS MATEMATICAS
MVET1103,MVET1103 - ZOOTECNIA
MVET1128,MVET1128 - TECNOLOGÍA DE LOS ALIMENTOS E INOCUIDAD ALIMENTARIA
PBM1110,PBM1110 - LITERATURA INFANTIL Y JUVENIL
PBM1187,PBM1187 - CONSTRUCCION Y CONOCIMIENTO DE LOS NUMEROS
PSIC1144,PSIC1144 - PRACTICA PROFESIONAL II
TADM1122,TADM1122 - EMPRENDIMIENTO SOCIAL Y RSE. (A+S)
TCOC1140,TCOC1140 - LEGISLACIÓN Y EVALUACIÓN DE PROYECTOS
TEFL1175,TEFL1175 - DIDACTICA IV
TOCU1106,TOCU1106 - OCUPACION EN EL CICLO VITAL
TRAD1107,TRAD1107 - TEORÍA Y TÉCNICAS DE TRADUCCIÓN I	
TRAD1142,TRAD1142 - LENGUA Y CULTURA INGLESA  VIII	
TSO1167,TSO1167 - TRABAJO SOCIAL Y FAMILIAS I
VET1151,VET1151 - SEMIOLOGIA CLINICA APLICADA
ADM1153,ADM1153 - GESTION DE RECURSOS HUMANOS
AGR1129,AGR1129 - ECONOMÍA AGRÍCOLA
AGR1141,AGR1141 - PRODUCCIÓN DE LECHE
AMB1175,AMB1175 - FISIOLOGIA HUMANA
AMB1197,AMB1197 - TERRENO INTEGRADO Y PRACTICA DIRIGIDA II
APUB1147,APUB1147 - ECONOMÍA DEL SECTOR PÚBLICO
AQG1108,AQG1108 - ARQUEOLOGIA CENTRO Y CENTRO SUR
AQG1110,AQG1110 - GEOGRAFIA FISICA REGIONAL
ARQ1141,ARQ1141 - LENGUAJE DE ARQUITECTURA I
CAU1167,CAU1167 - AUDITORIA DE ESTADOS FINANCIEROS
CCB1115,CCB1115 - ANATOMIA HUMANA
CNB1156,CNB1156 - TALLER NEUROCIENCIAS
CONS1104,CONS1104 - REPRESENTACIÓN GRÁFICA II
CONS1109,CONS1109 - RESISTENCIA DE MATERIALES
DERE1136,DERE1136 - DERECHO LABORAL I
DERE1921,DERE1921 - PROTECCIÓN DE LOS TRABAJADORES: ACCIDENTES DEL TRABAJO Y ENFERMEDADES PROFESIONALES
EDI1167,EDI1167 - HERRAMIENTAS DE ACCESO PARA EL APRENDIZAJE Y LAS MATEMATICA II
FIS1148,FIS1148 - FISICA II
ICA1123,ICA1123 - GESTION AMBIENTAL APLICADA
ICA1127,ICA1127 - INGENIERIA ECONOMICA
ICAM1105,ICAM1105 - CONTAMINACIÓN AMBIENTAL Y SOSTENIBILIDAD
ICO1157,ICO1157 - LEGISLACIÓN COMERCIAL
ICOC1168,ICOC1168 - FUNDACIONES
IET1412,"IET1412 - PROYECTO CRISTIANO, LA VIDA"
INFO1173,INFO1173 - TALLER DE INTEGRACION IV
MAT1137,MAT1137 - ESTRUCTURAS ALGEBRAICAS
MAT1155,MAT1155 - ESTADISTICA
MVET1122,MVET1122 - PRODUCCIÓN BOVINA
NUTR1127,NUTR1127 - NUTRICIÓN Y ACTIVIDAD FÍSICA
PMM1127,PMM1127 - DIDACTICA DEL ALGEBRA
PMM1153,PMM1153 - PRACTICA III
TADM1121,TADM1121 - PREPARACIÓN Y EVALUACIÓN DE PROYECTOS
TCOC1141,TCOC1141 - OBRAS VIALES
TRAD1121,TRAD1121 - TECNOLOGÍA  Y TRADUCCIÓN	
TRAD1140,TRAD1140 - TRADUCCIÓN CIENCIAS SOCIALES Y HUMANIDADES IV
TRT1158,TRT1158 - REDES WAN
AGR1151,AGR1151 - BIOQUÍMICA
AMB1180,AMB1180 - EVOLUCION
AMB1198,AMB1198 - TERRENO INTEGRADO Y PRACTICA DIRIGIDA II
ANT1132,ANT1132 - SOCIEDAD Y CULTURA MAPUCHE
ANT1146,ANT1146 - TALLER ESCRITURA CIENTIFICA
APUB1154,APUB1154 - RENDICIÓN DE CUENTAS Y ACCESO A LA INFORMACIÓN
AQG1117,AQG1117 - ARQUEOLOGIA APLICADA
DDO1014,DDO1014 - ONOMASTICA INDIGENA DE CHILE
DDO1095,DDO1095 - ESTRATEGIAS PARA EL MANEJO DE LA ANSIEDAD
DDO1118,DDO1118 - PENSAMIENTO COMPUTACIONAL Y PROGRAMACIÓN PARA EL BUEN VIVIR
DERE1120,DERE1120 - DERECHO PENAL II
EFI1160,EFI1160 - EVALUACIÓN Y PLANIFICACIÓN PARA EL DESARROLLO DE LAS CAPACIDADES FÍSICAS
GEO1166,GEO1166 - GEOMORFOLOGIA
ICG1124,ICG1124 - INGENIERIA SISMORRESISTENTE
ICOC1170,ICOC1170 - HORMIGON ARMADO I
ICQ1142,ICQ1142 - TRANSFERENCIA DE MASA
ICQ1184,ICQ1184 - INGENIERIA EN ENERGIAS
IRNR1110,IRNR1110 - SISTEMAS PRODUCTIVOS
LAV1165,LAV1165 - SERIGRAFIA
LAV1175,LAV1175 - GRABADO METAL
LEN1174,LEN1174 - COMPETENCIA LINGÜÍSTICA INTERMEDIA AVANZADA II
LEN1175,LEN1175 - ENSEÑANZA Y APRENDIZAJE DE LA LITERATURA Y CULTURA I
LEN1183,LEN1183 - INGLÉS II
MVET1123,MVET1123 - SEMIOTECNIA (A+S)
MVET1145,MVET1145 - HISTOLOGIA
NUTR1118,NUTR1118 - EDUCACIÓN ALIMENTARIA Y NUTRICIONAL
PBI1125,"PBI1125 - PATRONES, ÁLGEBRA Y SU DIDÁCTICA"
PLCM1113,PLCM1113 - AWKANTUN: JUEGOS Y ACTIVIDADES CORPORALES
PMM1157,PMM1157 - CURSO DE PROFUNDIZACIÓN EN EDUCACIÓN MATEMÁTICA
PMM1158,PMM1158 - REC. TECNOLÓGICOS AVANZADOS PARA LA ENS. DE LA MAT.
PSIC1139,PSIC1139 - PSICOLOGIA DE LAS ORGANIZACIONES II
TADM1118,TADM1118 - CONTROL DE GESTIÓN
TCOC1138,TCOC1138 - ELECTRICIDAD Y GAS
TEFL1176,TEFL1176 - PRACTICA V
TEMD1103,TEMD1103 - QUIMICA DEL CARBONO Y ORGANIZACIONES
TEP1148,TEP1148 - EXPRESIÓN MUSICAL INFANTIL I
TEP1157,TEP1157 - TRABAJO PEDAGÓGICO EN CONTEXTOS DIVERSOS
TOCU1105,TOCU1105 - NEUROCIENCIAS
TOCU1115,TOCU1115 - CIENCIA DE LA OCUPACION
TOCU1123,TOCU1123 - OCUPACION EN CONTEXTOS DE EXCLUSION SOCIAL
TOCU1135,TOCU1135 - PRACTICA PROFESIONAL II
